Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,11.35,11.39,11.06,11.25,52108000,11.25
2015-04-07,11.15,11.33,11.11,11.30,62606600,11.30
2015-04-06,11.07,11.07,11.07,11.07,000,11.07
2015-04-03,11.01,11.15,10.92,11.07,40949600,11.07
2015-04-02,11.16,11.25,10.98,11.07,44530100,11.07
2015-04-01,11.13,11.22,11.06,11.17,40259900,11.17
2015-03-31,11.46,11.55,11.10,11.18,47980700,11.18
2015-03-30,11.25,11.60,11.22,11.42,63051000,11.42
2015-03-27,10.97,11.26,10.96,11.19,36104900,11.19
2015-03-26,11.10,11.18,10.88,10.97,51825000,10.97
2015-03-25,11.49,12.18,11.30,11.32,109235000,11.32
2015-03-24,11.28,11.45,10.56,11.16,64037000,11.16
2015-03-23,11.09,11.29,11.05,11.29,55101700,11.29
2015-03-20,11.18,11.25,11.02,11.09,41283100,11.09
2015-03-19,11.04,11.25,10.80,11.21,69635300,11.21
2015-03-18,10.90,11.28,10.70,11.04,58450000,11.04
2015-03-17,10.74,11.00,10.57,10.90,74224200,10.90
2015-03-16,10.26,10.58,10.25,10.57,51281600,10.57
2015-03-13,10.04,10.19,9.94,10.18,34157300,10.18
2015-03-12,10.04,10.08,9.93,10.02,26697200,10.02
2015-03-11,10.03,10.22,9.92,10.01,37914200,10.01
2015-03-10,9.77,10.00,9.71,9.93,33269200,9.93
2015-03-09,9.75,9.79,9.51,9.68,18624600,9.68
2015-03-06,9.85,9.95,9.63,9.74,18122000,9.74
2015-03-05,9.95,10.05,9.78,9.87,21487300,9.87
2015-03-04,9.88,10.05,9.76,9.94,24912800,9.94
2015-03-03,9.80,10.26,9.59,9.87,56747200,9.87
2015-03-02,9.86,9.88,9.70,9.79,20900800,9.79
2015-02-27,9.78,9.90,9.57,9.81,26233800,9.81
2015-02-26,9.65,9.80,9.53,9.80,18709900,9.80
2015-02-25,9.83,10.05,9.63,9.67,32413900,9.67
2015-02-24,9.72,9.72,9.72,9.72,000,9.72
2015-02-23,9.72,9.72,9.72,9.72,000,9.72
2015-02-20,9.72,9.72,9.72,9.72,000,9.72
2015-02-19,9.72,9.72,9.72,9.72,000,9.72
2015-02-18,9.72,9.72,9.72,9.72,000,9.72
2015-02-17,9.31,9.74,9.31,9.72,30892300,9.72
2015-02-16,9.26,9.42,9.25,9.31,15307000,9.31
2015-02-13,9.20,9.36,9.17,9.23,15527500,9.23
2015-02-12,9.21,9.24,9.03,9.17,10121900,9.17
2015-02-11,9.19,9.30,9.14,9.18,15632100,9.18
2015-02-10,8.80,8.99,8.76,8.99,12273600,8.99
2015-02-09,8.76,8.87,8.70,8.80,9415800,8.80
2015-02-06,9.00,9.08,8.71,8.80,16936900,8.80
2015-02-05,9.24,9.34,9.11,9.11,17179400,9.11
2015-02-04,9.16,9.25,9.09,9.12,12815600,9.12
2015-02-03,8.99,9.22,8.99,9.16,10780300,9.16
2015-02-02,9.00,9.14,8.85,8.96,14249000,8.96
2015-01-30,9.60,9.69,9.17,9.20,22119400,9.20
2015-01-29,9.81,9.81,9.58,9.58,20565300,9.58
2015-01-28,9.68,9.90,9.65,9.84,24294100,9.84
2015-01-27,9.93,9.95,9.58,9.81,33071800,9.81
2015-01-26,9.89,9.98,9.71,9.92,34491200,9.92
2015-01-23,9.60,9.93,9.51,9.85,41270500,9.85
2015-01-22,9.59,9.74,9.40,9.65,36851000,9.65
2015-01-21,9.43,9.58,9.25,9.54,36638300,9.54
2015-01-20,8.80,9.26,8.80,9.20,28917100,9.20
2015-01-19,9.34,9.34,8.52,8.76,29640100,8.76
2015-01-16,9.30,9.47,9.20,9.43,24707200,9.43
2015-01-15,9.10,9.45,9.06,9.34,21921600,9.34
2015-01-14,9.26,9.31,9.02,9.15,17400100,9.15
2015-01-13,9.20,9.49,9.13,9.32,26938900,9.32
2015-01-12,9.70,9.70,9.03,9.12,43582900,9.12
2015-01-09,9.85,10.14,9.76,9.80,26894400,9.80
2015-01-08,10.09,10.34,9.75,9.97,34561000,9.97
2015-01-07,10.15,10.28,9.95,10.09,32255200,10.09
2015-01-06,9.95,10.38,9.83,10.18,41060900,10.18
2015-01-05,9.70,10.18,9.63,10.07,44274300,10.07
2015-01-02,9.88,9.88,9.88,9.88,000,9.88
2015-01-01,9.88,9.88,9.88,9.88,000,9.88
2014-12-31,9.60,9.98,9.45,9.88,33875300,9.88
2014-12-30,10.10,10.10,9.45,9.62,43289100,9.62
2014-12-29,10.60,10.64,10.02,10.11,50387700,10.11
2014-12-26,10.14,10.84,9.92,10.54,55997300,10.54
2014-12-25,10.14,10.15,9.84,10.11,33067400,10.11
2014-12-24,9.66,10.09,9.66,10.05,36011500,10.05
2014-12-23,9.58,10.18,9.50,9.62,38952200,9.62
2014-12-22,10.80,10.84,9.99,9.99,72359400,9.99
2014-12-19,11.22,11.60,10.84,11.10,56211600,11.10
2014-12-18,11.60,11.69,11.20,11.22,49447800,11.22
2014-12-17,11.15,11.85,11.01,11.70,90094000,11.70
2014-12-16,11.01,11.65,10.51,11.44,94962000,11.44
2014-12-15,12.20,12.20,11.00,11.20,117437500,11.20
2014-12-12,12.26,12.26,11.20,11.58,79018800,11.58
2014-12-11,12.06,12.44,11.60,12.16,121849700,12.16
2014-12-10,10.51,11.39,10.51,11.39,101261100,11.39
